record_id,date,site,process,shift,records_processed,processing_time_min,errors_found,downtime_min,quality_score,sla_threshold_min,sla_met,error_rate_pct,quality_flag
104098,2026-01-27,Bengaluru,Data Intake,Evening,539,32.05,5,0.7,100.0,35,Yes,0.928,Normal
104631,2026-01-27,Bengaluru,Data Intake,Evening,378,32.58,6,26.5,93.71,35,Yes,1.587,Normal
105034,2026-01-27,Bengaluru,Enrichment,Morning,284,35.18,5,0.0,93.79,65,Yes,1.761,Normal
105921,2026-01-27,Bengaluru,Enrichment,Evening,483,64.38,7,6.7,99.85,65,Yes,1.449,Normal
100752,2026-01-27,Bengaluru,Publishing,Night,445,35.32,4,4.3,98.2,30,No,0.899,SLA Breach
102330,2026-01-27,Bengaluru,Publishing,Morning,242,72.25,8,15.5,100.0,30,No,3.306,High Error Rate
103058,2026-01-27,Bengaluru,Publishing,Evening,114,36.54,5,19.7,92.55,30,No,4.386,High Error Rate
101612,2026-01-27,Bengaluru,Validation,Morning,504,34.11,2,0.0,94.08,55,Yes,0.397,Normal
103671,2026-01-27,Bengaluru,Validation,Night,221,64.99,8,0.0,93.29,55,No,3.62,High Error Rate
100408,2026-01-27,Chennai,Data Intake,Morning,389,24.88,3,11.5,92.81,35,Yes,0.771,Normal
100528,2026-01-27,Chennai,Data Intake,Night,192,38.51,9,0.0,96.79,35,No,4.688,High Error Rate
103069,2026-01-27,Chennai,Data Intake,Night,213,39.25,3,24.8,92.0,35,No,1.408,SLA Breach
105755,2026-01-27,Chennai,Publishing,Evening,442,33.29,6,7.0,87.63,30,No,1.357,Low Quality Score
100975,2026-01-27,Chennai,Quality Review,Evening,170,48.7,6,18.6,99.9,60,Yes,3.529,High Error Rate
101063,2026-01-27,Chennai,Quality Review,Evening,559,49.12,8,10.9,98.72,60,Yes,1.431,Normal
105782,2026-01-27,Chennai,Quality Review,Evening,376,26.68,6,0.0,94.99,60,Yes,1.596,Normal
105906,2026-01-27,Chennai,Quality Review,Morning,302,43.42,6,0.0,89.55,60,Yes,1.987,Low Quality Score
104061,2026-01-27,Chennai,Validation,Evening,182,32.98,7,16.9,97.4,55,Yes,3.846,High Error Rate
102302,2026-01-27,Hyderabad,Publishing,Morning,558,29.64,4,0.0,100.0,30,Yes,0.717,Normal
100938,2026-01-27,Hyderabad,Validation,Evening,574,93.97,5,0.0,91.79,55,No,0.871,SLA Breach
101935,2026-01-27,Hyderabad,Validation,Evening,341,32.74,3,0.0,93.38,55,Yes,0.88,Normal
100924,2026-01-27,Pune,Data Intake,Evening,545,29.27,6,4.2,95.99,35,Yes,1.101,Normal
102891,2026-01-27,Pune,Enrichment,Morning,609,55.04,5,0.0,89.57,65,Yes,0.821,Low Quality Score
105212,2026-01-27,Pune,Enrichment,Evening,154,46.93,7,28.1,95.46,65,Yes,4.545,High Error Rate
100522,2026-01-27,Pune,Quality Review,Evening,367,26.15,6,16.0,100.0,60,Yes,1.635,Normal
101575,2026-01-27,Pune,Quality Review,Night,451,53.96,4,0.0,83.84,60,Yes,0.887,Low Quality Score
102889,2026-01-27,Pune,Quality Review,Night,487,95.22,5,4.2,93.91,60,No,1.027,SLA Breach
100256,2026-01-27,Pune,Validation,Morning,373,66.64,4,16.9,91.05,55,No,1.072,SLA Breach
100457,2026-01-27,Pune,Validation,Evening,485,32.02,7,4.8,99.38,55,Yes,1.443,Normal
101607,2026-01-27,Pune,Validation,Night,297,53.69,7,3.7,96.7,55,Yes,2.357,High Error Rate
101229,2026-01-28,Bengaluru,Data Intake,Morning,344,14.74,2,21.4,88.71,35,Yes,0.581,Low Quality Score
104720,2026-01-28,Bengaluru,Data Intake,Morning,293,24.83,8,25.9,91.42,35,Yes,2.73,High Error Rate
100961,2026-01-28,Bengaluru,Enrichment,Evening,602,86.1,3,25.1,90.34,65,No,0.498,SLA Breach
101698,2026-01-28,Bengaluru,Enrichment,Morning,209,36.36,4,9.5,91.55,65,Yes,1.914,Normal
103686,2026-01-28,Bengaluru,Enrichment,Morning,464,47.96,5,18.2,93.12,65,Yes,1.078,Normal
100357,2026-01-28,Bengaluru,Publishing,Morning,397,48.4,7,1.0,93.02,30,No,1.763,SLA Breach
101481,2026-01-28,Bengaluru,Publishing,Night,143,27.13,4,19.2,92.79,30,Yes,2.797,High Error Rate
101104,2026-01-28,Bengaluru,Quality Review,Morning,480,36.78,2,27.6,97.91,60,Yes,0.417,Normal
102222,2026-01-28,Bengaluru,Quality Review,Morning,354,67.34,7,0.0,95.54,60,No,1.977,SLA Breach
104211,2026-01-28,Bengaluru,Quality Review,Evening,404,50.82,4,22.7,92.07,60,Yes,0.99,Normal
104348,2026-01-28,Bengaluru,Quality Review,Morning,371,83.33,6,8.6,91.78,60,No,1.617,SLA Breach
105251,2026-01-28,Bengaluru,Quality Review,Evening,338,61.73,1,30.4,97.29,60,No,0.296,SLA Breach
105806,2026-01-28,Bengaluru,Quality Review,Night,206,63.4,3,13.9,88.12,60,No,1.456,Low Quality Score
102663,2026-01-28,Bengaluru,Unknown,Morning,434,39.94,3,4.5,97.98,55,Yes,0.691,Normal
102063,2026-01-28,Bengaluru,Validation,Night,498,38.96,7,16.5,92.78,55,Yes,1.406,Normal
103568,2026-01-28,Bengaluru,Validation,Morning,95,28.91,2,0.0,84.28,55,Yes,2.105,Low Quality Score
100182,2026-01-28,Chennai,Data Intake,Night,591,39.12,8,10.6,94.49,35,No,1.354,SLA Breach
100390,2026-01-28,Chennai,Data Intake,Morning,211,30.54,4,9.1,88.89,35,Yes,1.896,Low Quality Score
101046,2026-01-28,Chennai,Enrichment,Evening,340,54.22,1,39.7,99.86,65,Yes,0.294,Normal
101677,2026-01-28,Chennai,Enrichment,Night,219,31.8,4,11.2,97.73,65,Yes,1.826,Normal
103038,2026-01-28,Chennai,Enrichment,Evening,230,43.94,1,11.1,89.95,65,Yes,0.435,Low Quality Score
103701,2026-01-28,Chennai,Enrichment,Evening,409,60.27,6,0.0,100.0,65,Yes,1.467,Normal
104018,2026-01-28,Chennai,Enrichment,Morning,471,75.59,5,20.0,95.09,65,No,1.062,SLA Breach
104752,2026-01-28,Chennai,Enrichment,Evening,386,72.2,3,9.8,93.96,65,No,0.777,SLA Breach
100058,2026-01-28,Chennai,Publishing,Night,534,51.93,4,22.2,94.71,30,No,0.749,SLA Breach
102308,2026-01-28,Chennai,Publishing,Night,566,17.09,5,21.4,95.18,30,Yes,0.883,Normal
102639,2026-01-28,Chennai,Publishing,Night,440,29.42,5,0.0,100.0,30,Yes,1.136,Normal
104849,2026-01-28,Chennai,Publishing,Evening,435,21.11,5,18.9,91.03,30,Yes,1.149,Normal
102013,2026-01-28,Chennai,Quality Review,Night,485,58.96,4,16.3,96.55,60,Yes,0.825,Normal
104766,2026-01-28,Chennai,Quality Review,Night,256,55.68,3,13.1,96.45,60,Yes,1.172,Normal
102886,2026-01-28,Chennai,Validation,Evening,450,59.08,6,10.5,100.0,55,No,1.333,SLA Breach
103830,2026-01-28,Hyderabad,Data Intake,Evening,497,41.48,3,10.5,94.99,35,No,0.604,SLA Breach
104113,2026-01-28,Hyderabad,Data Intake,Evening,430,51.69,8,9.7,100.0,35,No,1.86,SLA Breach
105547,2026-01-28,Hyderabad,Enrichment,Evening,587,60.91,8,14.4,100.0,65,Yes,1.363,Normal
100273,2026-01-28,Hyderabad,Publishing,Morning,478,19.63,5,0.0,95.55,30,Yes,1.046,Normal
105052,2026-01-28,Hyderabad,Publishing,Evening,333,28.77,6,0.0,93.23,30,Yes,1.802,Normal
105824,2026-01-28,Hyderabad,Publishing,Evening,631,22.91,4,21.5,97.74,30,Yes,0.634,Normal
105827,2026-01-28,Hyderabad,Publishing,Night,379,37.55,10,8.6,92.99,30,No,2.639,High Error Rate
101537,2026-01-28,Hyderabad,Quality Review,Morning,334,30.26,4,22.6,95.48,60,Yes,1.198,Normal
102008,2026-01-28,Hyderabad,Quality Review,Evening,95,23.04,4,0.0,93.48,60,Yes,4.211,High Error Rate
103980,2026-01-28,Hyderabad,Quality Review,Evening,274,27.35,1,29.9,95.82,60,Yes,0.365,Normal
100536,2026-01-28,Hyderabad,Validation,Morning,257,50.21,2,0.0,95.29,55,Yes,0.778,Normal
101970,2026-01-28,Hyderabad,Validation,Night,124,59.48,2,31.0,90.22,55,No,1.613,SLA Breach
103928,2026-01-28,Pune,Data Intake,Evening,171,38.2,1,0.0,95.49,35,No,0.585,SLA Breach
101524,2026-01-28,Pune,Enrichment,Morning,614,24.04,3,0.0,95.19,65,Yes,0.489,Normal
105366,2026-01-28,Pune,Quality Review,Night,388,24.82,3,0.3,90.24,60,Yes,0.773,Normal
105902,2026-01-28,Pune,Validation,Evening,99,23.48,3,19.2,94.52,55,Yes,3.03,High Error Rate
105832,2026-01-29,Bengaluru,Enrichment,Morning,645,59.14,4,16.6,93.68,65,Yes,0.62,Normal
100533,2026-01-29,Bengaluru,Publishing,Morning,584,28.21,5,18.2,91.97,30,Yes,0.856,Normal
101695,2026-01-29,Bengaluru,Quality Review,Night,443,48.31,9,16.9,92.15,60,Yes,2.032,High Error Rate
103253,2026-01-29,Bengaluru,Quality Review,Evening,336,15.89,6,11.4,100.0,60,Yes,1.786,Normal
100884,2026-01-29,Bengaluru,Validation,Night,439,18.49,3,13.8,98.63,55,Yes,0.683,Normal
100937,2026-01-29,Bengaluru,Validation,Night,603,36.68,3,2.5,97.37,55,Yes,0.498,Normal
101655,2026-01-29,Bengaluru,Validation,Morning,195,32.86,4,15.3,90.54,55,Yes,2.051,High Error Rate
105151,2026-01-29,Bengaluru,Validation,Evening,501,37.04,4,1.5,97.79,55,Yes,0.798,Normal
105914,2026-01-29,Bengaluru,Validation,Night,314,21.27,2,13.4,95.56,55,Yes,0.637,Normal
100750,2026-01-29,Chennai,Data Intake,Morning,311,54.94,5,23.0,100.0,35,No,1.608,SLA Breach
104557,2026-01-29,Chennai,Enrichment,Morning,182,52.75,7,8.7,91.4,65,Yes,3.846,High Error Rate
105937,2026-01-29,Chennai,Enrichment,Morning,195,54.89,7,15.2,91.39,65,Yes,3.59,High Error Rate
103603,2026-01-29,Chennai,Publishing,Morning,532,23.44,5,22.3,89.42,30,Yes,0.94,Low Quality Score
103403,2026-01-29,Chennai,Quality Review,Morning,128,124.81,8,0.0,98.17,60,No,6.25,High Error Rate
102249,2026-01-29,Chennai,Validation,Morning,647,39.18,6,10.6,96.01,55,Yes,0.927,Normal
103707,2026-01-29,Chennai,Validation,Evening,621,19.94,5,9.3,96.45,55,Yes,0.805,Normal
105881,2026-01-29,Hyderabad,Data Intake,Evening,235,23.46,6,0.0,95.2,35,Yes,2.553,High Error Rate
100847,2026-01-29,Hyderabad,Publishing,Morning,89,16.68,10,13.1,93.59,30,Yes,11.236,High Error Rate
101947,2026-01-29,Hyderabad,Publishing,Night,292,20.11,8,9.0,93.12,30,Yes,2.74,High Error Rate
103351,2026-01-29,Hyderabad,Publishing,Morning,422,12.0,9,18.2,90.74,30,Yes,2.133,High Error Rate
102792,2026-01-29,Hyderabad,Quality Review,Morning,169,28.88,6,20.7,91.6,60,Yes,3.55,High Error Rate
102868,2026-01-29,Hyderabad,Quality Review,Morning,471,54.35,6,35.8,100.0,60,Yes,1.274,Normal
104663,2026-01-29,Hyderabad,Unknown,Evening,565,60.31,3,0.0,94.34,30,No,0.531,SLA Breach
101406,2026-01-29,Hyderabad,Validation,Morning,383,76.08,3,34.3,95.98,55,No,0.783,SLA Breach
102427,2026-01-29,Pune,Publishing,Evening,154,22.49,1,26.2,94.61,30,Yes,0.649,Normal
103808,2026-01-29,Pune,Publishing,Morning,537,21.99,4,28.4,92.32,30,Yes,0.745,Normal
104418,2026-01-29,Pune,Validation,Morning,619,56.86,7,0.0,97.24,55,No,1.131,SLA Breach
105457,2026-01-29,Pune,Validation,Night,647,40.1,10,48.7,88.69,55,Yes,1.546,Low Quality Score
100041,2026-01-30,Bengaluru,Data Intake,Morning,309,41.51,7,3.7,91.26,35,No,2.265,High Error Rate
100350,2026-01-30,Bengaluru,Data Intake,Morning,107,34.81,3,1.7,95.21,35,Yes,2.804,High Error Rate
102933,2026-01-30,Bengaluru,Data Intake,Morning,107,18.54,3,0.0,97.25,35,Yes,2.804,High Error Rate
103163,2026-01-30,Bengaluru,Data Intake,Night,308,54.38,5,0.0,91.88,35,No,1.623,SLA Breach
100178,2026-01-30,Bengaluru,Enrichment,Morning,641,56.97,7,0.0,94.75,65,Yes,1.092,Normal
100623,2026-01-30,Bengaluru,Publishing,Morning,82,37.58,6,12.7,94.11,30,No,7.317,High Error Rate
101637,2026-01-30,Bengaluru,Publishing,Night,417,25.58,5,10.4,94.66,30,Yes,1.199,Normal
103271,2026-01-30,Bengaluru,Publishing,Morning,631,28.23,6,0.0,97.74,30,Yes,0.951,Normal
105042,2026-01-30,Bengaluru,Publishing,Morning,419,18.21,6,0.0,91.78,30,Yes,1.432,Normal
101076,2026-01-30,Bengaluru,Quality Review,Evening,294,71.53,2,2.8,93.77,60,No,0.68,SLA Breach
103322,2026-01-30,Bengaluru,Validation,Evening,486,35.12,10,9.1,96.96,55,Yes,2.058,High Error Rate
104957,2026-01-30,Bengaluru,Validation,Morning,376,86.94,6,18.9,94.05,55,No,1.596,SLA Breach
101908,2026-01-30,Chennai,Data Intake,Night,186,21.31,6,34.1,92.36,35,Yes,3.226,High Error Rate
101936,2026-01-30,Chennai,Data Intake,Evening,210,19.74,3,19.9,92.42,35,Yes,1.429,Normal
101778,2026-01-30,Chennai,Enrichment,Evening,342,63.21,2,3.3,92.37,65,Yes,0.585,Normal
104220,2026-01-30,Chennai,Enrichment,Morning,112,50.82,3,17.5,93.62,65,Yes,2.679,High Error Rate
105762,2026-01-30,Chennai,Enrichment,Night,284,80.04,7,0.3,91.09,65,No,2.465,High Error Rate
102720,2026-01-30,Chennai,Publishing,Morning,429,22.57,5,21.0,88.76,30,Yes,1.166,Low Quality Score
105542,2026-01-30,Chennai,Publishing,Morning,183,21.2,5,11.3,92.79,30,Yes,2.732,High Error Rate
100532,2026-01-30,Chennai,Quality Review,Night,330,20.1,1,32.1,87.35,60,Yes,0.303,Low Quality Score
101854,2026-01-30,Chennai,Quality Review,Evening,282,63.97,6,9.2,96.98,60,No,2.128,High Error Rate
104583,2026-01-30,Chennai,Quality Review,Morning,331,67.01,3,0.0,92.35,60,No,0.906,SLA Breach
100083,2026-01-30,Hyderabad,Data Intake,Morning,434,37.1,7,0.0,94.56,35,No,1.613,SLA Breach
101487,2026-01-30,Hyderabad,Data Intake,Evening,391,51.94,5,5.6,91.82,35,No,1.279,SLA Breach
105846,2026-01-30,Hyderabad,Data Intake,Evening,367,52.24,8,21.5,90.5,35,No,2.18,High Error Rate
101850,2026-01-30,Hyderabad,Enrichment,Morning,385,39.3,7,22.2,95.48,65,Yes,1.818,Normal
100287,2026-01-30,Hyderabad,Publishing,Night,488,19.18,2,11.1,91.17,30,Yes,0.41,Normal
101556,2026-01-30,Hyderabad,Publishing,Morning,338,27.8,4,0.3,95.0,30,Yes,1.183,Normal
102660,2026-01-30,Hyderabad,Publishing,Morning,342,29.58,6,6.2,96.35,30,Yes,1.754,Normal
102433,2026-01-30,Hyderabad,Quality Review,Morning,591,37.87,10,8.7,95.52,60,Yes,1.692,Normal
104143,2026-01-30,Hyderabad,Validation,Morning,254,44.14,6,16.9,88.51,55,Yes,2.362,Low Quality Score
104884,2026-01-30,Hyderabad,Validation,Evening,235,34.01,3,0.0,93.07,55,Yes,1.277,Normal
102095,2026-01-30,Pune,Data Intake,Night,418,47.34,7,29.4,94.46,35,No,1.675,SLA Breach
101596,2026-01-30,Pune,Enrichment,Morning,484,84.76,7,9.6,90.35,65,No,1.446,SLA Breach
103327,2026-01-30,Pune,Enrichment,Morning,644,41.43,4,0.0,97.61,65,Yes,0.621,Normal
105978,2026-01-30,Pune,Enrichment,Evening,430,67.68,9,0.0,90.53,65,No,2.093,High Error Rate
103365,2026-01-30,Pune,Publishing,Morning,369,27.65,9,0.0,95.49,30,Yes,2.439,High Error Rate
103885,2026-01-30,Pune,Publishing,Morning,475,46.3,5,10.2,91.54,30,No,1.053,SLA Breach
101941,2026-01-30,Pune,Quality Review,Night,536,23.83,5,5.6,89.61,60,Yes,0.933,Low Quality Score
102369,2026-01-30,Pune,Quality Review,Evening,151,73.02,7,6.3,100.0,60,No,4.636,High Error Rate
101078,2026-01-31,Bengaluru,Data Intake,Morning,112,14.98,6,0.0,97.48,35,Yes,5.357,High Error Rate
102200,2026-01-31,Bengaluru,Data Intake,Night,143,40.13,2,13.8,90.39,35,No,1.399,SLA Breach
105381,2026-01-31,Bengaluru,Enrichment,Evening,391,93.43,3,27.6,94.38,65,No,0.767,SLA Breach
105392,2026-01-31,Bengaluru,Enrichment,Night,410,38.35,2,15.7,95.95,65,Yes,0.488,Normal
105851,2026-01-31,Bengaluru,Enrichment,Morning,195,28.81,3,28.8,92.81,65,Yes,1.538,Normal
100703,2026-01-31,Bengaluru,Publishing,Morning,495,31.51,6,0.0,100.0,30,No,1.212,SLA Breach
102534,2026-01-31,Bengaluru,Quality Review,Morning,499,50.22,3,7.3,91.48,60,Yes,0.601,Normal
103690,2026-01-31,Bengaluru,Quality Review,Morning,463,80.88,10,7.0,91.29,60,No,2.16,High Error Rate
104379,2026-01-31,Bengaluru,Quality Review,Evening,292,30.55,9,30.2,97.06,60,Yes,3.082,High Error Rate
101193,2026-01-31,Bengaluru,Validation,Night,281,50.07,5,9.5,97.24,55,Yes,1.779,Normal
103180,2026-01-31,Bengaluru,Validation,Night,348,28.65,6,2.4,91.56,55,Yes,1.724,Normal
103562,2026-01-31,Bengaluru,Validation,Evening,186,43.35,9,6.4,98.49,55,Yes,4.839,High Error Rate
100168,2026-01-31,Chennai,Data Intake,Evening,576,44.5,8,0.0,88.01,35,No,1.389,Low Quality Score
100685,2026-01-31,Chennai,Data Intake,Morning,624,13.09,3,0.0,97.66,35,Yes,0.481,Normal
105299,2026-01-31,Chennai,Data Intake,Night,164,37.42,4,0.0,100.0,35,No,2.439,High Error Rate
103049,2026-01-31,Chennai,Enrichment,Evening,518,34.22,3,0.0,95.19,65,Yes,0.579,Normal
104283,2026-01-31,Chennai,Publishing,Evening,415,32.55,3,0.0,97.23,30,No,0.723,SLA Breach
103524,2026-01-31,Chennai,Validation,Morning,595,44.45,7,19.7,97.45,55,Yes,1.176,Normal
104367,2026-01-31,Chennai,Validation,Morning,342,52.27,5,12.5,90.71,55,Yes,1.462,Normal
100262,2026-01-31,Hyderabad,Data Intake,Night,548,27.2,7,0.0,99.57,35,Yes,1.277,Normal
104682,2026-01-31,Hyderabad,Data Intake,Night,482,18.87,3,7.7,89.81,35,Yes,0.622,Low Quality Score
105620,2026-01-31,Hyderabad,Data Intake,Evening,628,22.21,5,19.7,95.93,35,Yes,0.796,Normal
103517,2026-01-31,Hyderabad,Enrichment,Evening,466,66.58,9,21.6,85.44,65,No,1.931,Low Quality Score
105888,2026-01-31,Hyderabad,Publishing,Morning,216,15.73,3,0.0,90.64,30,Yes,1.389,Normal
100187,2026-01-31,Hyderabad,Quality Review,Morning,531,47.54,4,0.0,95.67,60,Yes,0.753,Normal
105450,2026-01-31,Hyderabad,Quality Review,Morning,626,61.09,7,0.4,91.99,60,No,1.118,SLA Breach
100467,2026-01-31,Hyderabad,Validation,Night,98,45.93,3,2.4,92.98,55,Yes,3.061,High Error Rate
102596,2026-01-31,Hyderabad,Validation,Morning,579,34.74,7,0.0,96.39,55,Yes,1.209,Normal
105377,2026-01-31,Hyderabad,Validation,Night,384,84.11,4,19.1,87.93,55,No,1.042,Low Quality Score
102328,2026-01-31,Pune,Data Intake,Evening,481,44.3,6,27.0,98.53,35,No,1.247,SLA Breach
103559,2026-01-31,Pune,Enrichment,Morning,443,24.34,4,6.9,94.83,65,Yes,0.903,Normal
104372,2026-01-31,Pune,Enrichment,Night,242,85.24,9,0.0,97.23,65,No,3.719,High Error Rate
105176,2026-01-31,Pune,Enrichment,Night,420,49.35,6,7.6,94.01,65,Yes,1.429,Normal
102297,2026-01-31,Pune,Quality Review,Evening,288,75.6,3,0.0,91.84,60,No,1.042,SLA Breach
102940,2026-01-31,Pune,Quality Review,Evening,391,51.53,6,0.0,97.95,60,Yes,1.535,Normal
105418,2026-01-31,Pune,Quality Review,Night,563,27.72,5,0.0,96.0,60,Yes,0.888,Normal
101433,2026-01-31,Pune,Validation,Night,531,82.06,5,24.1,93.52,55,No,0.942,SLA Breach
103052,2026-02-01,Bengaluru,Data Intake,Morning,423,33.04,6,2.7,91.94,35,Yes,1.418,Normal
103196,2026-02-01,Bengaluru,Data Intake,Morning,605,22.57,0,14.1,95.02,35,Yes,0.0,Normal
104634,2026-02-01,Bengaluru,Data Intake,Morning,259,26.56,3,28.4,95.11,35,Yes,1.158,Normal
102450,2026-02-01,Bengaluru,Enrichment,Morning,244,103.78,6,18.7,93.21,65,No,2.459,High Error Rate
102478,2026-02-01,Bengaluru,Publishing,Evening,379,14.45,7,0.0,91.21,30,Yes,1.847,Normal
103289,2026-02-01,Bengaluru,Publishing,Morning,494,32.25,2,19.4,91.95,30,No,0.405,SLA Breach
101032,2026-02-01,Bengaluru,Quality Review,Night,387,29.69,2,5.7,93.58,60,Yes,0.517,Normal
102370,2026-02-01,Bengaluru,Quality Review,Morning,601,68.78,8,13.1,96.42,60,No,1.331,SLA Breach
102805,2026-02-01,Bengaluru,Quality Review,Morning,424,51.59,9,4.4,94.52,60,Yes,2.123,High Error Rate
100230,2026-02-01,Bengaluru,Validation,Evening,396,23.03,1,16.1,95.86,55,Yes,0.253,Normal
100259,2026-02-01,Bengaluru,Validation,Morning,122,67.32,4,13.0,97.2,55,No,3.279,High Error Rate
102051,2026-02-01,Chennai,Data Intake,Evening,502,34.73,1,0.0,94.09,35,Yes,0.199,Normal
103088,2026-02-01,Chennai,Data Intake,Night,235,39.57,6,0.0,98.18,35,No,2.553,High Error Rate
100544,2026-02-01,Chennai,Enrichment,Evening,621,86.46,6,13.3,96.66,65,No,0.966,SLA Breach
102248,2026-02-01,Chennai,Enrichment,Morning,130,41.08,2,1.3,94.37,65,Yes,1.538,Normal
105073,2026-02-01,Chennai,Enrichment,Morning,132,43.99,5,1.3,95.25,65,Yes,3.788,High Error Rate
102103,2026-02-01,Chennai,Quality Review,Night,126,61.49,6,20.6,96.17,60,No,4.762,High Error Rate
103761,2026-02-01,Chennai,Quality Review,Evening,102,38.65,5,9.0,92.56,60,Yes,4.902,High Error Rate
100661,2026-02-01,Chennai,Validation,Night,562,54.2,4,0.0,94.2,55,Yes,0.712,Normal
101616,2026-02-01,Chennai,Validation,Night,363,45.71,6,20.6,94.49,55,Yes,1.653,Normal
103097,2026-02-01,Chennai,Validation,Morning,569,57.73,8,0.0,90.4,55,No,1.406,SLA Breach
103888,2026-02-01,Chennai,Validation,Morning,405,41.3,5,13.2,91.37,55,Yes,1.235,Normal
105961,2026-02-01,Chennai,Validation,Evening,482,17.38,5,9.5,96.65,55,Yes,1.037,Normal
102368,2026-02-01,Hyderabad,Quality Review,Morning,187,31.03,4,0.0,95.14,60,Yes,2.139,High Error Rate
103257,2026-02-01,Hyderabad,Quality Review,Evening,202,63.37,4,0.0,93.81,60,No,1.98,SLA Breach
100411,2026-02-01,Hyderabad,Validation,Night,415,42.07,6,17.8,88.45,55,Yes,1.446,Low Quality Score
100704,2026-02-01,Hyderabad,Validation,Night,416,65.04,4,8.6,96.56,55,No,0.962,SLA Breach
102147,2026-02-01,Pune,Data Intake,Night,274,55.86,2,12.7,95.47,35,No,0.73,SLA Breach
100761,2026-02-01,Pune,Publishing,Morning,644,32.05,6,11.0,100.0,30,No,0.932,SLA Breach
103950,2026-02-01,Pune,Publishing,Night,602,64.68,6,14.7,91.94,30,No,0.997,SLA Breach
100908,2026-02-01,Pune,Quality Review,Morning,363,48.28,9,0.0,94.53,60,Yes,2.479,High Error Rate
102931,2026-02-01,Pune,Quality Review,Morning,133,48.35,10,0.0,99.88,60,Yes,7.519,High Error Rate
105486,2026-02-01,Pune,Quality Review,Night,350,27.49,6,24.9,95.79,60,Yes,1.714,Normal
105096,2026-02-01,Pune,Validation,Morning,468,37.43,1,0.0,97.67,55,Yes,0.214,Normal
102275,2026-02-02,Bengaluru,Data Intake,Morning,340,29.31,3,3.5,92.56,35,Yes,0.882,Normal
102483,2026-02-02,Bengaluru,Data Intake,Morning,158,36.71,4,29.4,93.59,35,No,2.532,High Error Rate
103792,2026-02-02,Bengaluru,Data Intake,Night,272,25.02,9,1.3,96.53,35,Yes,3.309,High Error Rate
100469,2026-02-02,Bengaluru,Enrichment,Morning,378,71.03,4,29.7,91.36,65,No,1.058,SLA Breach
105493,2026-02-02,Bengaluru,Publishing,Morning,442,50.44,2,0.0,94.72,30,No,0.452,SLA Breach
103087,2026-02-02,Bengaluru,Quality Review,Morning,291,15.78,5,0.0,94.91,60,Yes,1.718,Normal
103668,2026-02-02,Bengaluru,Quality Review,Night,364,58.22,8,0.0,85.42,60,Yes,2.198,Low Quality Score
103787,2026-02-02,Bengaluru,Quality Review,Evening,429,30.42,2,0.0,97.16,60,Yes,0.466,Normal
101405,2026-02-02,Bengaluru,Validation,Evening,440,33.42,13,0.0,96.97,55,Yes,2.955,High Error Rate
101702,2026-02-02,Bengaluru,Validation,Morning,596,42.15,4,29.0,91.97,55,Yes,0.671,Normal
105474,2026-02-02,Chennai,Data Intake,Night,619,17.62,7,32.6,91.96,35,Yes,1.131,Normal
104773,2026-02-02,Chennai,Enrichment,Evening,416,47.65,4,18.4,93.2,65,Yes,0.962,Normal
100564,2026-02-02,Chennai,Quality Review,Night,359,32.15,10,7.6,86.17,60,Yes,2.786,Low Quality Score
102381,2026-02-02,Chennai,Quality Review,Night,297,56.48,2,21.5,90.2,60,Yes,0.673,Normal
103824,2026-02-02,Chennai,Quality Review,Evening,284,71.7,6,9.8,88.89,60,No,2.113,Low Quality Score
104391,2026-02-02,Chennai,Quality Review,Morning,342,41.56,5,15.2,96.18,60,Yes,1.462,Normal
104929,2026-02-02,Chennai,Quality Review,Evening,343,73.5,3,22.1,99.8,60,No,0.875,SLA Breach
105303,2026-02-02,Chennai,Quality Review,Evening,481,76.64,3,4.5,94.87,60,No,0.624,SLA Breach
101106,2026-02-02,Chennai,Validation,Morning,632,57.97,2,20.9,99.45,55,No,0.316,SLA Breach
101174,2026-02-02,Chennai,Validation,Morning,359,31.8,8,25.0,92.7,55,Yes,2.228,High Error Rate
102613,2026-02-02,Chennai,Validation,Morning,398,60.64,7,0.0,95.22,55,No,1.759,SLA Breach
104168,2026-02-02,Chennai,Validation,Evening,126,69.32,6,10.0,90.61,55,No,4.762,High Error Rate
104226,2026-02-02,Chennai,Validation,Evening,477,39.76,5,9.7,92.37,55,Yes,1.048,Normal
100392,2026-02-02,Hyderabad,Publishing,Morning,341,22.74,3,12.3,91.7,30,Yes,0.88,Normal
100349,2026-02-02,Hyderabad,Quality Review,Evening,388,52.81,1,0.0,91.99,60,Yes,0.258,Normal
101883,2026-02-02,Hyderabad,Quality Review,Evening,358,31.26,5,36.8,85.81,60,Yes,1.397,Low Quality Score
103879,2026-02-02,Hyderabad,Quality Review,Evening,222,47.59,4,6.2,99.58,60,Yes,1.802,Normal
105391,2026-02-02,Hyderabad,Quality Review,Evening,414,35.29,3,13.8,97.53,60,Yes,0.725,Normal
100251,2026-02-02,Pune,Validation,Evening,94,40.26,5,28.0,96.69,55,Yes,5.319,High Error Rate
101886,2026-02-02,Pune,Validation,Morning,316,46.62,6,4.8,91.97,55,Yes,1.899,Normal
102032,2026-02-02,Pune,Validation,Morning,370,42.2,9,0.0,94.02,55,Yes,2.432,High Error Rate
104628,2026-02-02,Pune,Validation,Night,411,50.24,3,12.2,86.38,55,Yes,0.73,Low Quality Score
